SQUADRA, GIOCATORE, RUOLO, RATING
Svezia, Freddie Ljungberg, TRQ, 88
Svezia, Christian Wilhelmsson, TRQ, 85
Svezia, Henrik Larsson, ATT, 89
Svezia, Zlatan Ibrahimović, ATT, 90

Svizzera, Pascal Zuberbühler, POR, 85
Svizzera, Philipp Degen, TD, 85
Svizzera, Patrick Müller, DC, 86
Svizzera, Philippe Senderos, DC, 85
Svizzera, Ludovic Magnin, TS, 85
Svizzera, Johann Vogel, CC, 87
Svizzera, Raphaël Wicky, CC, 85
Svizzera, Ricardo Cabanas, CC, 85
Svizzera, Tranquillo Barnetta, TRQ, 86
Svizzera, Alexander Frei, ATT, 88
Svizzera, Marco Streller, ATT, 84

Repubblica Ceca, Petr Čech, POR, 91
Repubblica Ceca, Zdeněk Grygera, TD, 86
Repubblica Ceca, David Rozehnal, DC, 86
Repubblica Ceca, Tomáš Ujfaluši, DC, 87
Repubblica Ceca, Marek Jankulovski, TS, 88
Repubblica Ceca, Tomáš Galásek, CC, 86
Repubblica Ceca, Karel Poborský, CC, 87
Repubblica Ceca, Pavel Nedvěd, TRQ, 91
Repubblica Ceca, Tomáš Rosický, TRQ, 89
Repubblica Ceca, Milan Baroš, ATT, 88
Repubblica Ceca, Jan Koller, ATT, 89

Croazia, Stipe Pletikosa, POR, 85
Croazia, Dario Šimić, TD, 86
Croazia, Robert Kovač, DC, 87
Croazia, Josip Šimunić, DC, 86
Croazia, Igor Tudor, CC, 87
Croazia, Darijo Srna, CC, 86
Croazia, Niko Kovač, CC, 86
Croazia, Marko Babić, TS, 85
Croazia, Niko Kranjčar, TRQ, 86
Croazia, Ivan Klasnić, ATT, 86
Croazia, Dado Pršo, ATT, 88

Serbia e Montenegro, Dragoslav Jevrić, POR, 85
Serbia e Montenegro, Goran Gavrančić, TD, 85
Serbia e Montenegro, Nemanja Vidić, DC, 88
Serbia e Montenegro, Mladen Krstajić, DC, 87
Serbia e Montenegro, Ivica Dragutinović, TS, 86
Serbia e Montenegro, Igor Duljaj, CC, 85
Serbia e Montenegro, Albert Nađ, CC, 84
Serbia e Montenegro, Dejan Stanković, TRQ, 88
Serbia e Montenegro, Predrag Đorđević, TRQ, 86
Serbia e Montenegro, Mateja Kežman, ATT, 87
Serbia e Montenegro, Savo Milošević, ATT, 86

Ucraina, Oleksandr Shovkovskyi, POR, 86
Ucraina, Andriy Nesmachnyi, TS, 85
Ucraina, Andriy Rusol, DC, 84
Ucraina, Volodymyr Yezerskyi, DC, 84
Ucraina, Oleh Husyev, TD, 86
Ucraina, Anatoliy Tymoshchuk, CC, 88
Ucraina, Oleh Shelayev, CC, 84
Ucraina, Ruslan Rotan, CC, 85
Ucraina, Maksym Kalynychenko, TRQ, 85
Ucraina, Serhiy Rebrov, ATT, 86
Ucraina, Andriy Shevchenko, ATT, 92

Polonia, Artur Boruc, POR, 86
Polonia, Marcin Baszczyński, TD, 84
Polonia, Jacek Bąk, DC, 85
Polonia, Bartosz Bosacki, DC, 84
Polonia, Michał Żewłakow, TS, 85
Polonia, Radosław Sobolewski, CC, 84
Polonia, Arkadiusz Radomski, CC, 83
Polonia, Mirosław Szymkowiak, CC, 85
Polonia, Jacek Krzynówek, TRQ, 86
Polonia, Euzebiusz Smolarek, ATT, 86
Polonia, Maciej Żurawski, ATT, 87

Ecuador, Cristian Mora, POR, 82
Ecuador, Ulises de la Cruz, TD, 85
Ecuador, Iván Hurtado, DC, 85
Ecuador, Giovanny Espinoza, DC, 84
Ecuador, Neicer Reasco, TS, 84
Ecuador, Segundo Castillo, CC, 84
Ecuador, Edwin Tenorio, CC, 83
Ecuador, Antonio Valencia, CC, 85
Ecuador, Édison Méndez, TRQ, 86
Ecuador, Agustín Delgado, ATT, 86
Ecuador, Carlos Tenorio, ATT, 85

Paraguay, Justo Villar, POR, 84
Paraguay, Denis Caniza, TD, 83
Paraguay, Carlos Gamarra, DC, 86
Paraguay, Julio César Cáceres, DC, 85
Paraguay, Delio Toledo, TS, 82
Paraguay, Roberto Acuña, CC, 84
Paraguay, Carlos Paredes, CC, 85
Paraguay, Cristian Riveros, CC, 83
Paraguay, Julio dos Santos, TRQ, 84
Paraguay, Nelson Valdez, ATT, 85
Paraguay, Roque Santa Cruz, ATT, 87

USA, Kasey Keller, POR, 85
USA, Steve Cherundolo, TD, 84
USA, Oguchi Onyewu, DC, 84
USA, Eddie Pope, DC, 84
USA, Carlos Bocanegra, TS, 85
USA, Pablo Mastroeni, CC, 83
USA, Claudio Reyna, CC, 86
USA, DaMarcus Beasley, CC, 85
USA, Landon Donovan, TRQ, 87
USA, Clint Dempsey, TRQ, 86
USA, Brian McBride, ATT, 85

Costa Rica, José Porras, POR, 82
Costa Rica, Luis Marín, DC, 84
Costa Rica, Michael Umaña, DC, 82
Costa Rica, Gilberto Martínez, DC, 84
Costa Rica, Harold Wallace, TD, 82
Costa Rica, Leonardo González, TS, 81
Costa Rica, Mauricio Solís, CC, 82
Costa Rica, Walter Centeno, CC, 84
Costa Rica, Christian Bolaños, TRQ, 83
Costa Rica, Rónald Gómez, ATT, 83
Costa Rica, Paulo Wanchope, ATT, 85

Trinidad e Tobago, Shaka Hislop, POR, 83
Trinidad e Tobago, Dennis Lawrence, DC, 81
Trinidad e Tobago, Brent Sancho, DC, 80
Trinidad e Tobago, Marvin Andrews, DC, 81
Trinidad e Tobago, Avery John, TS, 79
Trinidad e Tobago, Chris Birchall, CC, 80
Trinidad e Tobago, Aurtis Whitley, CC, 79
Trinidad e Tobago, Densill Theobald, CC, 78
Trinidad e Tobago, Carlos Edwards, CC, 81
Trinidad e Tobago, Stern John, ATT, 82
Trinidad e Tobago, Dwight Yorke, ATT, 84

Costa d'Avorio, Jean-Jacques Tizié, POR, 82
Costa d'Avorio, Emmanuel Eboué, TD, 85
Costa d'Avorio, Kolo Touré, DC, 87
Costa d'Avorio, Abdoulaye Méïté, DC, 84
Costa d'Avorio, Arthur Boka, TS, 85
Costa d'Avorio, Didier Zokora, CC, 86
Costa d'Avorio, Yaya Touré, CC, 85
Costa d'Avorio, Kanga Akalé, CC, 84
Costa d'Avorio, Abdul Kader Keïta, TRQ, 85
Costa d'Avorio, Aruna Dindane, ATT, 85
Costa d'Avorio, Didier Drogba, ATT, 91

Angola, João Ricardo, POR, 80
Angola, Loco, TD, 79
Angola, Jamba, DC, 78
Angola, Kali, DC, 79
Angola, Delgado, TS, 78
Angola, Zé Kalanga, CC, 80
Angola, Mateus, CC, 78
Angola, Figueiredo, TRQ, 79
Angola, Mendonça, CC, 80
Angola, Akwá, ATT, 81
Angola, Flávio, ATT, 80

Ghana, Richard Kingson, POR, 83
Ghana, John Paintsil, TD, 84
Ghana, John Mensah, DC, 86
Ghana, Emmanuel Pappoe, TS, 82
Ghana, Habib Mohamed, DC, 81
Ghana, Michael Essien, CC, 88
Ghana, Stephen Appiah, CC, 87
Ghana, Sulley Muntari, CC, 86
Ghana, Haminu Dramani, CC, 83
Ghana, Matthew Amoah, ATT, 84
Ghana, Asamoah Gyan, ATT, 85

Togo, Kossi Agassa, POR, 81
Togo, Daré Nibombé, DC, 80
Togo, Jean-Paul Abalo, DC, 81
Togo, Massamasso Tchangai, TD, 79
Togo, Richmond Forson, TS, 78
Togo, Alaixys Romao, CC, 81
Togo, Cherif Touré Mamam, CC, 80
Togo, Yao Junior Sènaya, TRQ, 80
Togo, Thomas Dossevi, CC, 79
Togo, Mohamed Kader, ATT, 82
Togo, Emmanuel Adebayor, ATT, 86

Tunisia, Ali Boumnijel, POR, 82
Tunisia, Hatem Trabelsi, TD, 85
Tunisia, Radhi Jaïdi, DC, 84
Tunisia, Karim Hagui, DC, 83
Tunisia, David Jemmali, TS, 82
Tunisia, Jawhar Mnari, CC, 83
Tunisia, Adel Chedli, CC, 82
Tunisia, Mehdi Nafti, CC, 83
Tunisia, Hamed Namouchi, TRQ, 82
Tunisia, Ziad Jaziri, ATT, 83
Tunisia, Yassine Chikhaoui, ATT, 84

Corea del Sud, Lee Woon-jae, POR, 84
Corea del Sud, Lee Young-pyo, TS, 86
Corea del Sud, Choi Jin-cheul, DC, 84
Corea del Sud, Kim Jin-kyu, DC, 83
Corea del Sud, Song Chong-gug, TD, 85
Corea del Sud, Kim Nam-il, CC, 85
Corea del Sud, Lee Ho, CC, 83
Corea del Sud, Park Ji-sung, CC, 88
Corea del Sud, Lee Eul-yong, CC, 84
Corea del Sud, Ahn Jung-hwan, ATT, 86
Corea del Sud, Cho Jae-jin, ATT, 84

Iran, Ebrahim Mirzapour, POR, 82
Iran, Mehdi Mahdavikia, TD, 86
Iran, Rahman Rezaei, DC, 84
Iran, Yahya Golmohammadi, DC, 83
Iran, Mohammad Nosrati, TS, 82
Iran, Javad Nekounam, CC, 85
Iran, Andranik Teymourian, CC, 83
Iran, Ferydoon Zandi, CC, 84
Iran, Ali Karimi, TRQ, 86
Iran, Vahid Hashemian, ATT, 85
Iran, Ali Daei, ATT, 84

Arabia Saudita, Mabrouk Zaid, POR, 82
Arabia Saudita, Ahmed Dokhi, TD, 83
Arabia Saudita, Redha Tukar, DC, 82
Arabia Saudita, Hamad Al-Montashari, DC, 83
Arabia Saudita, Hussein Sulaimani, TS, 84
Arabia Saudita, Khaled Aziz, CC, 82
Arabia Saudita, Omar Al-Ghamdi, CC, 83
Arabia Saudita, Mohammed Noor, TRQ, 84
Arabia Saudita, Nawaf Al-Temyat, TRQ, 83
Arabia Saudita, Yasser Al-Qahtani, ATT, 84
Arabia Saudita, Sami Al-Jaber, ATT, 85

Australia, Mark Schwarzer, POR, 85
Australia, Lucas Neill, DC, 86
Australia, Craig Moore, DC, 84
Australia, Tony Popovic, DC, 83
Australia, Brett Emerton, TD, 85
Australia, Vince Grella, CC, 84
Australia, Jason Culina, CC, 83
Australia, Scott Chipperfield, TS, 84
Australia, Tim Cahill, TRQ, 86
Australia, Harry Kewell, ATT, 87
Australia, Mark Viduka, ATT, 87
