SQUADRA, GIOCATORE, RUOLO, RATING
URSS, Hennadiy Lytovchenko, TRQ, 86
URSS, Igor Dobrovolski, ATT, 88
URSS, Aleksandr Zavarov, TRQ, 87
URSS, Oleksiy Mykhaylychenko, CC, 85
URSS, Oleg Protasov, ATT, 89
URSS, Volodymyr Bezsonov, TD, 84

Austria, Michael Konsel, POR, 86
Austria, Anton Polster, ATT, 89
Austria, Andreas Herzog, CC, 88
Austria, Gerhard Rodax, ATT, 85
Austria, Peter Artner, CC, 83
Austria, Kurt Russ, DC, 84
Austria, Peter Schöttel, DC, 85
Austria, Robert Pecl, DC, 82
Austria, Manfred Zsak, CC, 83
Austria, Andreas Ogris, ATT, 84
Austria, Michael Baur, CC, 82

Scozia, Jim Leighton, POR, 86
Scozia, Alex McLeish, DC, 85
Scozia, Maurice Malpas, TS, 84
Scozia, Richard Gough, DC, 87
Scozia, Roy Aitken, CC, 88
Scozia, Gordon Strachan, CC, 88
Scozia, Stuart McCall, CC, 85
Scozia, Maurice Johnston, ATT, 86
Scozia, John Collins, CC, 86
Scozia, Ally McCoist, ATT, 87
Scozia, Paul McStay, CC, 85

Colombia, René Higuita, POR, 89
Colombia, Andrés Escobar, DC, 87
Colombia, Luis Carlos Perea, DC, 84
Colombia, Luis Fernando Herrera, TD, 83
Colombia, Leonel Álvarez, CC, 86
Colombia, Carlos Valderrama, TRQ, 93
Colombia, Freddy Rincón, CC, 88
Colombia, Bernardo Redín, CC, 84
Colombia, Carlos Estrada, ATT, 85
Colombia, Arnoldo Iguarán, ATT, 85
Colombia, Gabriel Gómez, CC, 83

Uruguay, Fernando Álvez, POR, 86
Uruguay, Nelson Gutiérrez, DC, 87
Uruguay, Hugo De León, DC, 84
Uruguay, Rubén Sosa, ATT, 88
Uruguay, Enzo Francescoli, TRQ, 92
Uruguay, Daniel Fonseca, ATT, 86
Uruguay, José Perdomo, CC, 85
Uruguay, Pablo Bengoechea, CC, 86
Uruguay, Santiago Ostolaza, CC, 84
Uruguay, Alfonso Domínguez, TS, 83
Uruguay, Carlos Aguilera, TRQ, 85

Corea del Sud, Choi In-young, POR, 84
Corea del Sud, Chung Yong-hwan, DC, 85
Corea del Sud, Choi Soon-ho, ATT, 86
Corea del Sud, Hwangbo Kwan, CC, 87
Corea del Sud, Kim Joo-sung, TRQ, 89
Corea del Sud, Gu Sang-bum, TD, 84
Corea del Sud, Noh Soo-jin, CC, 85
Corea del Sud, Yoon Deuk-yeo, DC, 83
Corea del Sud, Chung Hae-won, ATT, 84
Corea del Sud, Lee Young-jin, CC, 85
Corea del Sud, Hwang Sun-hong, ATT, 83

Stati Uniti, Tony Meola, POR, 86
Stati Uniti, Mike Windischmann, DC, 84
Stati Uniti, Marcelo Balboa, DC, 86
Stati Uniti, Paul Caligiuri, CC, 85
Stati Uniti, Tab Ramos, TRQ, 86
Stati Uniti, Desmond Armstrong, TD, 84
Stati Uniti, John Harkes, CC, 86
Stati Uniti, Brian Bliss, TS, 83
Stati Uniti, Peter Vermes, ATT, 85
Stati Uniti, Bruce Murray, ATT, 84
Stati Uniti, Eric Wynalda, ATT, 85

Svezia, Thomas Ravelli, POR, 86
Svezia, Roland Nilsson, TD, 85
Svezia, Glenn Hysén, DC, 87
Svezia, Peter Larsson, DC, 84
Svezia, Stefan Schwarz, TS, 83
Svezia, Klas Ingesson, CC, 85
Svezia, Jonas Thern, CC, 86
Svezia, Anders Limpar, TRQ, 84
Svezia, Tomas Brolin, ATT, 87
Svezia, Mats Magnusson, ATT, 85
Svezia, Johnny Ekström, ATT, 84

Costa Rica, Luis Gabelo Conejo, POR, 86
Costa Rica, Roger Flores, DC, 84
Costa Rica, Mauricio Montero, DC, 83
Costa Rica, Héctor Marchena, DC, 82
Costa Rica, Germán Chavarría, TD, 81
Costa Rica, José Carlos Chaves, TS, 82
Costa Rica, Rónald González, CC, 85
Costa Rica, Óscar Ramírez, CC, 84
Costa Rica, Juan Cayasso, TRQ, 85
Costa Rica, Hernán Medford, ATT, 86
Costa Rica, Claudio Jara, ATT, 83

Egitto, Ahmed Shobair, POR, 84
Egitto, Ibrahim Hassan, TD, 83
Egitto, Hany Ramzy, DC, 85
Egitto, Hesham Yakan, DC, 82
Egitto, Rabie Yassin, TS, 81
Egitto, Ismail Youssef, CC, 83
Egitto, Magdi Abdelghani, CC, 84
Egitto, Ahmed Ramzy, CC, 82
Egitto, Hossam Hassan, ATT, 86
Egitto, Gamal Abdelhamid, ATT, 84
Egitto, Taher Abouzaid, TRQ, 85

Emirati Arabi Uniti, Muhsin Musabah, POR, 82
Emirati Arabi Uniti, Khalil Ghanim, DC, 80
Emirati Arabi Uniti, Ali Thani Jumaa, DC, 79
Emirati Arabi Uniti, Abdulrahman Al-Haddad, DC, 78
Emirati Arabi Uniti, Eissa Meer, TD, 79
Emirati Arabi Uniti, Ibrahim Meer, TS, 79
Emirati Arabi Uniti, Ali Thani, CC, 80
Emirati Arabi Uniti, Khalid Ismaïl, TRQ, 81
Emirati Arabi Uniti, Fahad Khamees, ATT, 80
Emirati Arabi Uniti, Adnan Al Talyani, ATT, 82
Emirati Arabi Uniti, Zuhair Bakhit, ATT, 81
