SQUADRA, GIOCATORE, RUOLO, RATING
Iran, Hassan Nazari, TD, 80
Iran, Andranik Eskandarian, DC, 81
Iran, Nasrollah Abdollahi, DC, 79
Iran, Jawad Allahwardi, TS, 78
Iran, Ali Parvin, CC, 82
Iran, Mohammad Sadeghi, CC, 80
Iran, Ebrahim Ghasempour, CC, 79
Iran, Hassan Roshan, ATT, 81
Iran, Ghafour Jahani, ATT, 79
Iran, Hossein Faraki, ATT, 78

Tunisia, Mokhtar Naili, POR, 80
Tunisia, Mokhtar Dhouib, TD, 79
Tunisia, Mohsen Labidi, DC, 79
Tunisia, Ridha El Louze, DC, 78
Tunisia, Ali Kaabi, TS, 79
Tunisia, Néjib Ghommidh, CC, 80
Tunisia, Agrebi Ben Rehaiem, CC, 79
Tunisia, Tarak Dhiab, TRQ, 83
Tunisia, Temime Lahzami, ED, 81
Tunisia, Mohamed Akid, ATT, 80
Tunisia, Abderraouf Ben Aziza, ATT, 79
