SQUADRA, GIOCATORE, RUOLO, RATING
Russia, Alexey Smertin, CC, 86
Russia, Igor Semshov, CC, 83
Russia, Egor Titov, TRQ, 86
Russia, Vladimir Beschastnykh, ATT, 85
Russia, Dmitri Sychev, ATT, 84

Portogallo, Vítor Baía, POR, 88
Portogallo, Frechaut, TD, 84
Portogallo, Fernando Couto, DC, 88
Portogallo, Jorge Costa, DC, 87
Portogallo, Rui Jorge, TS, 85
Portogallo, Petit, CC, 85
Portogallo, Paulo Sousa, CC, 87
Portogallo, Rui Costa, TRQ, 91
Portogallo, Sérgio Conceição, TRQ, 87
Portogallo, Luís Figo, TRQ, 92
Portogallo, Pauleta, ATT, 89

Polonia, Jerzy Dudek, POR, 87
Polonia, Michał Żewłakow, TD, 84
Polonia, Tomasz Wałdoch, DC, 85
Polonia, Tomasz Hajto, DC, 84
Polonia, Marek Koźmiński, TS, 83
Polonia, Piotr Świerczewski, CC, 84
Polonia, Radosław Kałużny, CC, 83
Polonia, Jacek Krzynówek, TRQ, 85
Polonia, Emmanuel Olisadebe, ATT, 86
Polonia, Maciej Żurawski, ATT, 85
Polonia, Paweł Kryszałowicz, ATT, 83

Tunisia, Ali Boumnijel, POR, 81
Tunisia, Hatem Trabelsi, TD, 86
Tunisia, Radhi Jaïdi, DC, 83
Tunisia, Khaled Badra, DC, 84
Tunisia, Raouf Bouzaiene, TS, 82
Tunisia, Riadh Bouazizi, CC, 82
Tunisia, Zoubeir Baya, CC, 84
Tunisia, Hassen Gabsi, CC, 81
Tunisia, Selim Benachour, TRQ, 82
Tunisia, Ziad Jaziri, ATT, 83
Tunisia, Adel Sellimi, ATT, 82

Arabia Saudita, Mohamed Al-Deayea, POR, 85
Arabia Saudita, Ahmed Dokhi, TD, 82
Arabia Saudita, Redha Tukar, DC, 81
Arabia Saudita, Abdullah Zubromawi, DC, 83
Arabia Saudita, Hussein Sulaimani, TS, 84
Arabia Saudita, Khamis Al-Owairan, CC, 81
Arabia Saudita, Abdullah Al-Waked, CC, 82
Arabia Saudita, Nawaf Al-Temyat, TRQ, 84
Arabia Saudita, Al Hasan Al-Yami, ATT, 80
Arabia Saudita, Obeid Al-Dosari, ATT, 81
Arabia Saudita, Sami Al-Jaber, ATT, 84

Irlanda, Shay Given, POR, 87
Irlanda, Steve Finnan, TD, 85
Irlanda, Gary Breen, DC, 84
Irlanda, Steve Staunton, DC, 85
Irlanda, Ian Harte, TS, 86
Irlanda, Matt Holland, CC, 85
Irlanda, Mark Kinsella, CC, 84
Irlanda, Kevin Kilbane, CC, 85
Irlanda, Jason McAteer, CC, 84
Irlanda, Robbie Keane, ATT, 88
Irlanda, Damien Duff, ATT, 86

Slovenia, Marko Simeunovič, POR, 82
Slovenia, Džoni Novak, TD, 81
Slovenia, Željko Milinovič, DC, 83
Slovenia, Aleksander Knavs, DC, 84
Slovenia, Amir Karič, TS, 82
Slovenia, Aleš Čeh, CC, 83
Slovenia, Miran Pavlin, CC, 82
Slovenia, Milenko Ačimovič, TRQ, 84
Slovenia, Zlatko Zahovič, TRQ, 87
Slovenia, Milan Osterc, ATT, 81
Slovenia, Sebastjan Cimirotič, ATT, 80

Cina, Jiang Jin, POR, 78
Cina, Xu Yunlong, TD, 77
Cina, Li Weifeng, DC, 80
Cina, Fan Zhiyi, DC, 81
Cina, Wu Chengying, TS, 78
Cina, Li Tie, CC, 80
Cina, Zhao Junzhe, CC, 77
Cina, Ma Mingyu, CC, 78
Cina, Li Xiaopeng, CC, 77
Cina, Yang Chen, ATT, 79
Cina, Hao Haidong, ATT, 80
